Var1	Var2
RXN-8086	soybean saponin I biosynthesis
RXN-16278	
RXN-18749	
3-METHYLENEOXINDOLE-REDUCTASE-RXN	
RXN-11938	plant sterol biosynthesis
RXN-8085	soybean saponin I biosynthesis
CYTOCHROME-C-PEROXIDASE-RXN	
RXN-15863	
3-KETOVALIDOXYLAMINE-C-N-LYASE-RXN	
RXN-11937	plant sterol biosynthesis
RXN-8084	soybean saponin I biosynthesis
RXN-7903	oleate biosynthesis I (plants)
RXN-15817	
3-KETOGLUCOSIDASE-RXN	sucrose degradation VII (sucrose 3-dehydrogenase)
RXN-11936	plant sterol biosynthesis
RXN-8083	soybean saponin I biosynthesis
RXN-15993	
RXN-13578	
3-ISOPROPYLMALISOM-RXN	L-leucine biosynthesis	3-methylbutanol biosynthesis (engineered)
RXN-11935	plant sterol biosynthesis
RXN-8082	soybean saponin I biosynthesis
ALANINE-CARBOXYPEPTIDASE-RXN	
3-ISOPROPYLMALDEHYDROG-RXN	L-leucine biosynthesis	3-methylbutanol biosynthesis (engineered)
RXN-11934	plant sterol biosynthesis
RXN-8081	factor 420 polyglutamylation
RXN-19872	mupirocin biosynthesis
3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN	propanoyl-CoA degradation II	acrylate degradation	beta-alanine biosynthesis II
RXN-11933	plant sterol biosynthesis
RXN-8080	factor 420 polyglutamylation
RXN-15890	enterobactin biosynthesis
3-HYDROXYISOBUTYRYL-COA-HYDROLASE-RXN	L-valine degradation I
RXN-11932	plant sterol biosynthesis
RXN-8078	factor 420 biosynthesis
3.5.1.98-RXN	
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	L-valine degradation I
RXN-11931	plant sterol biosynthesis
RXN-8077	factor 420 biosynthesis
RXN-19848	mupirocin biosynthesis
3-HYDROXYCYCLOHEXANONE-DEHYDROGENASE-RXN	
RXN-11930	plant sterol biosynthesis
RXN-8076	factor 420 biosynthesis
RXN-15689	
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	
RXN-11929	plant sterol biosynthesis
RXN-8075	3-dehydroquinate biosynthesis II (archaea)	lactate biosynthesis (archaea)
3.4.21.120-RXN	
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	ketolysis	ketogenesis
RXN-11928	plant sterol biosynthesis
RXN-8074	neoxanthin biosynthesis	abscisic acid biosynthesis
RXN-19502	vanchrobactin biosynthesis
3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN	m-cresol degradation	3-chlorobenzoate degradation III (via gentisate)
RXN-11927	plant sterol biosynthesis
RXN-8073	
RXN-15511	Rapoport-Luebering glycolytic shunt
3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN	m-cresol degradation
RXN-11926	plant sterol biosynthesis
RXN-8063	factor 430 biosynthesis
THIOREDOXIN-REDUCT-NADPH-RXN	thioredoxin pathway
3-HYDROXYBENZOATE-2-MONOOXYGENASE-RXN	
RXN-11925	plant sterol biosynthesis
RXN-8061	factor 430 biosynthesis
3-OXOACYL-ACP-SYNTH-RXN	fatty acid elongation -- saturated
3-HYDROXYASPARTATE-ALDOLASE-RXN	
RXN-11921	cis-genanyl-CoA degradation
RXN-8060	factor 430 biosynthesis
RXN-19481	
3-HYDROXYANTHRANILATE-OXIDASE-RXN	
RXN-11920	cis-genanyl-CoA degradation
RXN-8059	factor 430 biosynthesis
RXN-15265	
3-HYDROXY-KYNURENINASE-RXN	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	L-tryptophan degradation XI (mammalian, via kynurenine)
RXN-11919	cis-genanyl-CoA degradation
RXN-8058	artemisinin biosynthesis
RXN66-587	tricin biosynthesis	luteolin biosynthesis
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	ethylmalonyl-CoA pathway	acetyl-CoA fermentation to butanoate II
RXN-11918	cis-genanyl-CoA degradation
RXN-8056	artemisinin biosynthesis
2.7.11.30-RXN	
3-ETHYLMALATE-SYNTHASE-RXN	butanol and isobutanol biosynthesis (engineered)
RXN-11917	cis-genanyl-CoA degradation
RXN-8055	artemisinin biosynthesis
RXN-19460	bacillibactin biosynthesis
3-DEHYDROSPHINGANINE-REDUCTASE-RXN	ceramide de novo biosynthesis	sphingolipid biosynthesis (plants)	sphingolipid biosynthesis (yeast)
RXN-11916	
RXN-8054	glucosinolate biosynthesis from phenylalanine
RXN-14846	daunorubicin biosynthesis	aclacinomycin biosynthesis
3-DEHYDROQUINATE-SYNTHASE-RXN	3-dehydroquinate biosynthesis I
RXN-11915	citronellol degradation
RXN-8053	artemisinin biosynthesis
RXN1G-89	mycolate biosynthesis
3-DEHYDROQUINATE-DEHYDRATASE-RXN	chorismate biosynthesis from 3-dehydroquinate	gallate biosynthesis	quinate degradation II	quinate degradation I
RXN-11914	citronellol degradation
RXN-8052	glucosinolate biosynthesis from homomethionine
2.4.1.144-RXN	complex N-linked glycan biosynthesis (vertebrates)
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	
RXN-11913	citronellol degradation
RXN-8051	artemisinin biosynthesis
RXN-14381	[2Fe-2S] iron-sulfur cluster biosynthesis
3-CYANOALANINE-HYDRATASE-RXN	cyanide detoxification I
RXN-11912	citronellol degradation
RXN-8050	artemisinin biosynthesis
RXN1G-648	mycolate biosynthesis
3-CHLORO-D-ALANINE-DEHYDROCHLORINASE-RXN	
RXN-11911	(3E)-4,8-dimethylnona-1,3,7-triene biosynthesis I
RXN-8046	artemisinin biosynthesis
2.3.1.128-RXN	
RXN-11910	
RXN-8042	trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)
RXN-19342	adenosylcobinamideGDP salvage from cobinamide II	adenosylcobinamide-GDP salvage from cobinamide I
3-ACI-NITROPROPANOATE-OXIDASE-RXN	
RXN-11909	delta-guaiene biosynthesis
RXN-8040	
RXN-13623	
3-5-XYLENOL-METHYLHYDROXYLASE-RXN	m-cresol degradation
RXN-11907	sesquiterpenoid phytoalexins biosynthesis
RXN-8039	
RXN1G-508	mycolate biosynthesis
2TRANSKETO-RXN	superpathway of glucose and xylose degradation	Calvin-Benson-Bassham cycle	Rubisco shunt	pentose phosphate pathway (non-oxidative branch)	formaldehyde assimilation III (dihydroxyacetone cycle)	formaldehyde assimilation II (assimilatory RuMP Cycle)	pentose phosphate pathway (partial)
RXN-11906	
RXN-8038	
1.5.8.2-RXN	
2PGADEHYDRAT-RXN	glycolysis V (Pyrococcus)	Entner-Doudoroff pathway I	Entner-Doudoroff pathway III (semi-phosphorylative)	glycolysis III (from glucose)	formaldehyde assimilation I (serine pathway)	gluconeogenesis II (Methanobacterium thermoautotrophicum)	gluconeogenesis I	glycerol degradation to butanol	glycolysis I (from glucose 6-phosphate)	Bifidobacterium shunt	heterolactic fermentation	glycolysis II (from fructose 6-phosphate)	superpathway of glucose and xylose degradation	Entner-Doudoroff pathway II (non-phosphorylative)	gluconeogenesis III	photosynthetic 3-hydroxybutanoate biosynthesis (engineered)	ethylene biosynthesis V (engineered)	1-butanol autotrophic biosynthesis (engineered)	Rubisco shunt	glycolysis IV (plant cytosol)
RXN-11905	
RXN-8037	coumarin biosynthesis (via 2-coumarate)
RXN-18870	
2OXOGLUTARATEDEH-RXN	TCA cycle II (plants and fungi)	TCA cycle I (prokaryotic)	TCA cycle VII (acetate-producers)
RXN-11904	
RXN-8036	coumarin biosynthesis (via 2-coumarate)
RXN-13358	11-cis-3-hydroxyretinal biosynthesis
2ASDOSALCAL-RXN	orthanilate degradation
RXN-11903	zealexin biosynthesis
RXN-8035	coumarin biosynthesis (via 2-coumarate)
RXN1G-4142	mycolate biosynthesis
26DICHDIOX-RXN	pentachlorophenol degradation
RXN-11902	
RXN-8032	crotonate fermentation (to acetate and cyclohexane carboxylate)	benzoyl-CoA degradation II (anaerobic)	benzoyl-CoA degradation III (anaerobic)
1.2.2.4-RXN	
25-DIOXOVALERATE-DEHYDROGENASE-RXN	D-xylose degradation III	D-xylose degradation V	D-galactarate degradation II	D-glucarate degradation II	D-glucuronate degradation II	D-galacturonate degradation II	D-arabinose degradation III	trans-4-hydroxy-L-proline degradation II
RXN-11900	
RXN-8031	benzoyl-CoA degradation III (anaerobic)
RXN-18778	
25-DIOXOPIPERAZINE-HYDROLASE-RXN	
RXN-11899	resveratrol degradation
RXN-8030	lactucaxanthin biosynthesis
RXN-13259	
25-DIAMINOVALERATE-AMINOTRANSFERASE-RXN	L-proline biosynthesis IV
RXN-11898	pyocyanin biosynthesis
RXN-803	
RXN1G-364	mycolate biosynthesis
RXN-8029	lactucaxanthin biosynthesis
RXN-11897	pyocyanin biosynthesis
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	2,4-dichlorophenoxyacetate degradation
RXN-18605	formate to nitrite electron transfer
RXN-8028	lactucaxanthin biosynthesis
RXN-8026	astaxanthin biosynthesis (bacteria, fungi, algae)	echinenone and zeaxanthin biosynthesis (Synechocystis)	zeaxanthin biosynthesis
RXN-11896	pterostilbene biosynthesis
24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN	L-ornithine degradation II (Stickland reaction)
RXN-13011	
RXN-8025	astaxanthin biosynthesis (bacteria, fungi, algae)	echinenone and zeaxanthin biosynthesis (Synechocystis)	zeaxanthin biosynthesis
RXN-8024	neurosporene biosynthesis
RXN-11895	pterostilbene biosynthesis
23-DIMETHYLMALATE-LYASE-RXN	nicotinate degradation III
RXN1G-306	mycolate biosynthesis
RXN-8023	neurosporene biosynthesis
RXN-8022	neurosporene biosynthesis
RXN-11892	
23-DIHYDROXYINDOLE-23-DIOXYGENASE-RXN	
RXN-18472	
RXN-8020	N-cyclopropylmelamine degradation
RXN-802	
RXN-11891	
2.8.3.9-RXN	pyruvate fermentation to acetone	L-lysine fermentation to acetate and butanoate
RXN1G-27	mycolate biosynthesis
RXN-8019	N-cyclopropylmelamine degradation
RXN-8018	N-cyclopropylmelamine degradation
RXN-11890	
2.8.3.7-RXN	
RXN-18012	
RXN-8017	melamine degradation
RXN-8016	melamine degradation
RXN-11889	
2.8.3.17-RXN	L-phenylalanine degradation VI (Stickland reaction)
RXN-12528	homophytochelatin biosynthesis
RXN-8015	melamine degradation
RXN-8014	ferulate and sinapate biosynthesis
RXN-11887	cholesterol biosynthesis III (via desmosterol)
2.8.3.13-RXN	
RXN1G-202	mycolate biosynthesis
RXN-8012	aurone biosynthesis
RXN-8011	6'-deoxychalcone metabolism	aurone biosynthesis
RXN-11886	
2.8.3.10-RXN	
RXN-17863	Ac/N-end rule pathway
RXN-8010	6'-deoxychalcone metabolism	hispidol and hispidol 4'-O-beta-D-glucoside biosynthesis
RXN-801	
RXN-11884	
2.8.2.7-RXN	
RXN-12076	Fe(II) oxidation
RXN-8009	6'-deoxychalcone metabolism
RXN-8008	aurone biosynthesis
RXN-11881	
2.8.2.34-RXN	
RXN1G-138	mycolate biosynthesis
RXN-8006	rose anthocyanin biosynthesis I (via cyanidin 5-O-beta-D-glucoside)
RXN-8005	rose anthocyanin biosynthesis I (via cyanidin 5-O-beta-D-glucoside)
RXN-11880	di-myo-inositol phosphate biosynthesis
2.8.2.32-RXN	
RXN-11700	
RXN-8003	trans-4-hydroxy-L-proline degradation II
RXN-8000	
RXN-11879	di-myo-inositol phosphate biosynthesis
2.8.2.31-RXN	
RXN0-947	lipoate biosynthesis and incorporation I
RXN-8	putrescine degradation V
RXN-7998	anthocyanidin acylglucoside and acylsambubioside biosynthesis	pelargonidin conjugates biosynthesis
RXN-11878	
2.8.2.30-RXN	heparan sulfate biosynthesis (late stages)
RXN-17014	
RXN-7997	anthocyanidin acylglucoside and acylsambubioside biosynthesis	salvianin biosynthesis	pelargonidin conjugates biosynthesis
RXN-7992	
RXN-11877	di-myo-inositol phosphate biosynthesis
2.8.2.29-RXN	heparan sulfate biosynthesis (late stages)
RXN-17265	phthiocerol biosynthesis
RXN-7985	violaxanthin, antheraxanthin and zeaxanthin interconversion
RXN-7984	violaxanthin, antheraxanthin and zeaxanthin interconversion
RXN-11876	
2.8.2.28-RXN	quercetin sulfate biosynthesis
RXN-7983	hydroxylated mugineic acid phytosiderophore biosynthesis
RXN-7982	hydroxylated mugineic acid phytosiderophore biosynthesis
RXN-11875	
2.8.2.27-RXN	quercetin sulfate biosynthesis
RXN-16913	guadinomine B biosynthesis
RXN-7981	
RXN-7980	
RXN-11861	gallate degradation II
2.8.2.26-RXN	quercetin sulfate biosynthesis
RXN-17192	phosalacine biosynthesis	phosphinothricin tripeptide biosynthesis
RXN-7979	violaxanthin, antheraxanthin and zeaxanthin interconversion	capsanthin and capsorubin biosynthesis
RXN-7978	violaxanthin, antheraxanthin and zeaxanthin interconversion
RXN-11853	des-methyl avenacin A-1 biosynthesis
2.8.2.23-RXN	heparan sulfate biosynthesis (late stages)
RXN0-2142	(5Z)-dodecenoate biosynthesis II	(5Z)-dodecenoate biosynthesis I
RXN-7977	
RXN-7976	
RXN-11852	traumatin and (Z)-3-hexen-1-yl acetate biosynthesis
2.8.2.19-RXN	
RXN-16856	8-O-methylfusarubin biosynthesis
RXN-7974	
RXN-7973	
RXN-11851	taxol biosynthesis
2.8.1.6-RXN	biotin biosynthesis from 8-amino-7-oxononanoate II	biotin biosynthesis from 8-amino-7-oxononanoate I
RXN-17131	
RXN-7972	
RXN-7971	
RXN-11849	2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis
2.8.1.5-RXN	
RXN-10658	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)
RXN-7970	L-lysine biosynthesis IV	coenzyme B biosynthesis	L-lysine biosynthesis V
RXN-7968	chorismate biosynthesis from 3-dehydroquinate
RXN-11846	
2.7.9.5-RXN	
RXN-9777	malonate degradation II (biotin-dependent)
RXN-7967	
RXN-7966	
RXN-11843	
2.7.9.4-RXN	
RXN-16738	fusarin C biosynthesis
RXN-7965	
RXN-7963	
RXN-11842	
2.7.9.3-RXN	L-selenocysteine biosynthesis II (archaea and eukaryotes)	L-selenocysteine biosynthesis I (bacteria)
RUBREDOXIN--NADP+-REDUCTASE-RXN	
RXN-7962	
RXN-7961	
RXN-11841	
2.7.8.9-RXN	
RXN-9654	palmitate biosynthesis I (animals and fungi)
RXN-7954	chondroitin sulfate biosynthesis (late stages)
RXN-7953	dermatan sulfate biosynthesis (late stages)
RXN-11840	
2.7.8.6-RXN	
RXN-16683	apicidin biosynthesis
RXN-7952	
RXN-7948	
RXN-11839	
2.7.8.27-RXN	
PHOSICITDEHASE-RXN	
RXN-7947	capsanthin and capsorubin biosynthesis
RXN-7946	capsanthin and capsorubin biosynthesis
RXN-11838	
2.7.8.25-RXN	malonate decarboxylase activation	citrate lyase activation
RXN-9558	cis-vaccenate biosynthesis
RXN-7945	
RXN-7943	
RXN-11837	
2.7.8.24-RXN	phosphatidylcholine biosynthesis VI
RXN-16621	oleate biosynthesis IV (anaerobic)
RXN-7940	
RXN-7938	2-oxobutanoate degradation II
RXN-11836	
2.7.8.23-RXN	
MANNITOL-DEHYDROGENASE-CYTOCHROME-RXN	
RXN-7933	L-arginine biosynthesis III (via N-acetyl-L-citrulline)
RXN-7931	oleate beta-oxidation (isomerase-dependent, yeast)
RXN-11835	
2.7.8.22-RXN	plasmalogen biosynthesis
RXN-9536	palmitate biosynthesis II (bacteria and plants)	palmitate biosynthesis I (animals and fungi)
RXN-7929	reductive TCA cycle II
RXN-7927	
RXN-11834	
2.7.8.19-RXN	
RXN-16506	echinocandin B biosynthesis
RXN-7922	leucodelphinidin biosynthesis
RXN-7921	flavonoid biosynthesis (in equisetum)	leucodelphinidin biosynthesis
RXN-11833	
2.7.8.18-RXN	
GLYCOGENIN-GLUCOSYLTRANSFERASE-RXN	glycogen biosynthesis II (from UDP-D-Glucose)
RXN-7920	
RXN-7919	
RXN-11832	CMP phosphorylation
2.7.8.17-RXN	
RXN-9515	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	palmitate biosynthesis I (animals and fungi)
RXN-7913	pyrimidine deoxyribonucleotide phosphorylation
RXN-7911	
RXN-11827	
2.7.8.15-RXN	protein N-glycosylation initial phase (eukaryotic)
RXN-16382	
RXN-7910	
RXN-7909	L-phenylalanine degradation I (aerobic)
RXN-11826	
2.7.8.11-RXN	phosphatidylinositol biosynthesis II (eukaryotes)	superpathway of phospholipid biosynthesis II (plants)	3-phosphoinositide biosynthesis	D-myo-inositol (1,4,5)-trisphosphate biosynthesis
FAD-RED-RXN	
RXN-7908	L-phenylalanine degradation I (aerobic)
RXN-7904	phosphatidylcholine acyl editing	alkane biosynthesis II	wax esters biosynthesis II	long chain fatty acid ester synthesis (engineered)	long-chain fatty acid activation
RXN-11825	
2.7.8.10-RXN	
RXN-8132	methanogenesis from tetramethylammonium
RXN-7897	
RXN-7895	
RXN-11820	
2.7.7.64-RXN	
RXN-16230	
RXN-7894	
RXN-7893	
RXN-11819	
2.7.7.60-RXN	methylerythritol phosphate pathway I	methylerythritol phosphate pathway II
CYTD-RED-RXN	
RXN-7892	
RXN-7891	
RXN-11818	
2.7.7.57-RXN	phosphatidylcholine biosynthesis III
RXN-7716	2-oxoglutarate decarboxylation to succinyl-CoA
RXN-7886	carotenoid cleavage
RXN-7885	carotenoid cleavage
RXN-11817	
2.7.7.51-RXN	adenosine 5'-phosphoramidate biosynthesis
RXN-15990	phycourobilin biosynthesis
RXN-7884	carotenoid cleavage
RXN-7883	carotenoid cleavage
RXN-11814	
2.7.7.46-RXN	
ACYLAMINOACYL-PEPTIDASE-RXN	
RXN-7878	
RXN-7877	
RXN-11813	
2.7.7.45-RXN	
RXN-19866	mupirocin biosynthesis
RXN-7876	
RXN-7875	pregnenolone biosynthesis
RXN-11812	
2.7.7.44-RXN	UDP-alpha-D-glucuronate biosynthesis (from myo-inositol)
RXN-15883	tenellin biosynthesis
RXN-7868	
RXN-7866	
RXN-11811	
2.7.7.40-RXN	alpha-dystroglycan glycosylation	type IV lipoteichoic acid biosynthesis (S. pneumoniae)	poly(ribitol phosphate) wall teichoic acid biosynthesis I (B. subtilis)	poly(ribitol phosphate) wall teichoic acid biosynthesis II (S. aureus)
3.4.22.63-RXN	
RXN-7864	
RXN-7860	
RXN-11810	acetan biosynthesis
2.7.7.39-RXN	poly(3-O-beta-D-glucopyranosyl-N-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis	poly(ribitol phosphate) wall teichoic acid biosynthesis I (B. subtilis)	poly(ribitol phosphate) wall teichoic acid biosynthesis II (S. aureus)	poly(glycerol phosphate) wall teichoic acid biosynthesis
RXN-19834	
RXN-7859	cannabinoid biosynthesis
RXN-7858	cannabinoid biosynthesis
RXN-11809	acetan biosynthesis
2.7.7.37-RXN	
RXN-15685	gliotoxin biosynthesis
RXN-7857	cannabinoid biosynthesis
RXN-7856	cannabinoid biosynthesis
RXN-11808	acetan biosynthesis
2.7.7.36-RXN	
3.4.14.12-RXN	
RXN-7855	cannabinoid biosynthesis
RXN-7854	cannabinoid biosynthesis
RXN-11807	acetan biosynthesis
2.7.7.35-RXN	
RXN-19499	vanchrobactin biosynthesis
RXN-7853	cannabinoid biosynthesis
RXN-7852	
RXN-11806	acetan biosynthesis
2.7.7.34-RXN	GDP-glucose biosynthesis
RXN-15479	photosynthesis light reactions
RXN-7848	
RXN-7843	
RXN-11805	acetan biosynthesis
2.7.7.33-RXN	streptomycin biosynthesis	CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis
TAU-PROTEIN-KINASE-RXN	
RXN-7842	
RXN-7836	unsaturated, even numbered fatty acid beta-oxidation	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)
RXN-11804	xanthan biosynthesis
2.7.7.32-RXN	
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	fatty acid elongation -- saturated
RXN-7835	unsaturated, even numbered fatty acid beta-oxidation
RXN-7834	pelargonidin conjugates biosynthesis
RXN-11802	xanthan biosynthesis
2.7.7.30-RXN	GDP-L-fucose biosynthesis II (from L-fucose)
RXN-19478	
RXN-7832	pelargonidin conjugates biosynthesis
RXN-7830	pelargonidin conjugates biosynthesis
RXN-11801	xanthan biosynthesis
2.7.7.28-RXN	
RXN-15060	tylosin biosynthesis
RXN-7828	salvianin biosynthesis	pelargonidin conjugates biosynthesis
RXN-7826	
RXN-11800	xanthan biosynthesis
2.7.7.15-RXN	cell-surface glycoconjugate-linked phosphocholine biosynthesis	type IV lipoteichoic acid biosynthesis (S. pneumoniae)	plasmalogen biosynthesis	phosphatidylcholine biosynthesis II	phosphatidylcholine biosynthesis I	choline biosynthesis III
RXN3O-9780	mycobacterial sulfolipid biosynthesis	palmitate biosynthesis I (animals and fungi)
RXN-7825	
RXN-7822	aromatic polyketides biosynthesis
RXN-118	gibberellin inactivation I (2beta-hydroxylation)
2.7.7.14-RXN	plasmalogen biosynthesis	phosphatidylethanolamine biosynthesis II
2.7.11.20-RXN	
RXN-7821	xanthohumol biosynthesis
RXN-7820	xanthohumol biosynthesis
RXN-11799	xanthan biosynthesis
2.7.7.13-RXN	GDP-mannose biosynthesis	L-ascorbate biosynthesis I (L-galactose pathway)
RXN-14566	L-cysteine biosynthesis V (mycobacteria)
RXN-7819	
RXN-7817	
RXN-11798	
2.7.7.11-RXN	
RXN1G-881	mycolate biosynthesis
RXN-7815	anthocyanin biosynthesis (delphinidin 3-O-glucoside)
RXN-7813	hyperforin and adhyperforin biosynthesis	colupulone and cohumulone biosynthesis
2.7.7.1-RXN	NAD salvage pathway IV (from nicotinamide riboside)	NAD biosynthesis III (from nicotinamide)
2.4.1.134-RXN	glycosaminoglycan-protein linkage region biosynthesis
RXN-7812	hyperforin and adhyperforin biosynthesis	colupulone and cohumulone biosynthesis
RXN-7811	hyperforin and adhyperforin biosynthesis	lupulone and humulone biosynthesis
RXN-11795	pyrrolnitrin biosynthesis
2.7.4.24-RXN	inositol diphosphates biosynthesis
RXN-19439	pseudomonine biosynthesis
RXN-7810	hyperforin and adhyperforin biosynthesis	lupulone and humulone biosynthesis
RXN-781	
RXN-11794	pyrrolnitrin biosynthesis
2.7.4.20-RXN	
RXN-14040	
RXN-7809	colupulone and cohumulone biosynthesis
RXN-7807	lupulone and humulone biosynthesis
RXN-11793	pyrrolnitrin biosynthesis
2.7.4.19-RXN	
RXN1G-617	mycolate biosynthesis
RXN-7805	hyperforin and adhyperforin biosynthesis	colupulone and cohumulone biosynthesis
RXN-7803	
RXN-11792	acetan biosynthesis	xanthan biosynthesis
2.7.4.17-RXN	
2.1.1.135-RXN	cobalamin salvage (eukaryotic)
RXN-7802	
RXN-7801	sphingolipid biosynthesis (plants)
RXN-11791	acetan biosynthesis	xanthan biosynthesis
2.7.4.10-RXN	
RXN-19149	
RXN-7800	L-leucine biosynthesis	3-methylbutanol biosynthesis (engineered)
RXN-7799	sphingolipid biosynthesis (plants)
RXN-11790	acetan biosynthesis	xanthan biosynthesis
2.7.13.3-RXN	
RXN-13588	
RXN-7798	sphingolipid biosynthesis (plants)
RXN-7796	sphingolipid biosynthesis (plants)
RXN-11789	xanthan biosynthesis
2.7.13.2-RXN	
RXN1G-481	mycolate biosynthesis
RXN-7795	sphingolipid biosynthesis (plants)
RXN-7793	sphingolipid biosynthesis (plants)
RXN-11788	acetan biosynthesis	xanthan biosynthesis
2.7.11.29-RXN	
1.3.7.5-RXN	phycocyanobilin biosynthesis	phycoviolobilin biosynthesis
RXN-7792	ceramide de novo biosynthesis	sphingolipid biosynthesis (plants)
RXN-7790	L-threonine degradation V	2-oxobutanoate degradation I
RXN-11787	
2.7.11.27-RXN	
RXN-18867	coral bioluminescence
RXN-779	brassinosteroid biosynthesis I
RXN-7788	diterpene phytoalexins precursors biosynthesis
RXN-11786	
2.7.11.18-RXN	
RXN-13354	the visual cycle (insects)
RXN-7785	anthocyanin biosynthesis (delphinidin 3-O-glucoside)
RXN-7784	leucodelphinidin biosynthesis
RXN-11784	
2.7.10.1-RXN	
RXN1G-409	mycolate biosynthesis
RXN-7783	
RXN-7781	wighteone and luteone biosynthesis
RXN-11783	
2.7.1.90-RXN	glycolysis IV (plant cytosol)
1.17.4.2-RXN	
RXN-7780	wighteone and luteone biosynthesis
