# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	883356	883838	+	WP_003669575.1	WP_003669575.1		hypothetical protein			HMPREF0536_RS10200	483	160	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	883926	884546	+							HMPREF0536_RS10205	621		old_locus_tag=HMPREF0536_12004
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	883926	884546	+	WP_003669576.1	WP_003669576.1		GTP pyrophosphokinase			HMPREF0536_RS10205	621	206	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	884548	885213	+							HMPREF0536_RS10210	666		old_locus_tag=HMPREF0536_12005
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	884548	885213	+	WP_003669577.1	WP_003669577.1		DNA-binding response regulator			HMPREF0536_RS10210	666	221	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	885207	886472	+							HMPREF0536_RS10215	1266		old_locus_tag=HMPREF0536_12006
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	885207	886472	+	WP_003669579.1	WP_003669579.1		sensor histidine kinase			HMPREF0536_RS10215	1266	421	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	886475	887656	+							HMPREF0536_RS10220	1182		old_locus_tag=HMPREF0536_12007
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	886475	887656	+	WP_003669581.1	WP_003669581.1		chloride channel protein			HMPREF0536_RS10220	1182	393	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	887808	889148	+							HMPREF0536_RS10225	1341		old_locus_tag=HMPREF0536_12008
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	887808	889148	+	WP_003669583.1	WP_003669583.1		glutamate--cysteine ligase			HMPREF0536_RS10225	1341	446	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	889394	889852	+							HMPREF0536_RS10230	459		old_locus_tag=HMPREF0536_12009
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	889394	889852	+	WP_003664118.1	WP_003664118.1		IS200/IS605 family transposase			HMPREF0536_RS10230	459	152	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	890051	890779	-							HMPREF0536_RS10235	729		old_locus_tag=HMPREF0536_12010
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	890051	890779	-	WP_011953361.1	WP_011953361.1		gamma-glutamyl-gamma-aminobutyrate hydrolase			HMPREF0536_RS10235	729	242	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	890898	891764	+							HMPREF0536_RS10240	867		old_locus_tag=HMPREF0536_12011
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	890898	891764	+	WP_003669587.1	WP_003669587.1		aldo/keto reductase			HMPREF0536_RS10240	867	288	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	891903	893690	+							HMPREF0536_RS10245	1788		old_locus_tag=HMPREF0536_12012
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	891903	893690	+	WP_003669589.1	WP_003669589.1		glycerophosphodiester phosphodiesterase			HMPREF0536_RS10245	1788	595	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	893743	894240	-							HMPREF0536_RS10250	498		old_locus_tag=HMPREF0536_12013
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	893743	894240	-	WP_003669591.1	WP_003669591.1		ECF transporter S component			HMPREF0536_RS10250	498	165	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	894509	895858	+							HMPREF0536_RS10255	1350		old_locus_tag=HMPREF0536_12014
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	894509	895858	+	WP_003669593.1	WP_003669593.1		NADH oxidase			HMPREF0536_RS10255	1350	449	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	895918	896892	-							HMPREF0536_RS10260	975		old_locus_tag=HMPREF0536_12015
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	895918	896892	-	WP_003669595.1	WP_003669595.1		GMP reductase			HMPREF0536_RS10260	975	324	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	897088	898386	+							HMPREF0536_RS10265	1299		old_locus_tag=HMPREF0536_12016
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	897088	898386	+	WP_003669597.1	WP_003669597.1		adenylosuccinate synthetase			HMPREF0536_RS10265	1299	432	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	898497	899282	+							HMPREF0536_RS10270	786		old_locus_tag=HMPREF0536_12017
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	898497	899282	+	WP_003669598.1	WP_003669598.1		DUF5011 domain-containing protein			HMPREF0536_RS10270	786	261	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	899448	899984	+							HMPREF0536_RS10275	537		old_locus_tag=HMPREF0536_12018
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	899448	899984	+	WP_003673063.1	WP_003673063.1		bifunctional pyrimidine operon transcriptional regulator/uracil phosphoribosyltransferase			HMPREF0536_RS10275	537	178	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	900103	900489	-							HMPREF0536_RS10280	387		old_locus_tag=HMPREF0536_12019
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	900103	900489	-	WP_003669602.1	WP_003669602.1		hypothetical protein			HMPREF0536_RS10280	387	128	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	900738	901994	-							HMPREF0536_RS10285	1257		old_locus_tag=HMPREF0536_12020
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	900738	901994	-	WP_003669603.1	WP_003669603.1		transposase			HMPREF0536_RS10285	1257	418	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	902069	902524	+							HMPREF0536_RS10290	456		old_locus_tag=HMPREF0536_12021
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	902069	902524	+	WP_011953362.1	WP_011953362.1		IS200/IS605 family transposase			HMPREF0536_RS10290	456	151	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	902649	903383	+							HMPREF0536_RS10295	735		old_locus_tag=HMPREF0536_12022
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	902649	903383	+	WP_003669607.1	WP_003669607.1		gamma-glutamyl-gamma-aminobutyrate hydrolase family protein			HMPREF0536_RS10295	735	244	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	903389	904783	+							HMPREF0536_RS10300	1395		old_locus_tag=HMPREF0536_12023
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	903389	904783	+	WP_003669609.1	WP_003669609.1		APC family permease			HMPREF0536_RS10300	1395	464	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	905255	905452	+							HMPREF0536_RS10305	198		old_locus_tag=HMPREF0536_12024
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	905255	905452	+	WP_003669611.1	WP_003669611.1		hypothetical protein			HMPREF0536_RS10305	198	65	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	905440	905895	+							HMPREF0536_RS10310	456		old_locus_tag=HMPREF0536_12025
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	905440	905895	+	WP_003669612.1	WP_003669612.1		hypothetical protein			HMPREF0536_RS10310	456	151	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	905960	906364	-							HMPREF0536_RS10315	405		old_locus_tag=HMPREF0536_12026
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	905960	906364	-	WP_003665350.1	WP_003665350.1		hypothetical protein			HMPREF0536_RS10315	405	134	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	906503	908044	+							HMPREF0536_RS10320	1542		old_locus_tag=HMPREF0536_12027
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	906503	908044	+	WP_003669615.1	WP_003669615.1		accessory Sec system glycosyltransferase Asp1			HMPREF0536_RS10320	1542	513	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	908046	909548	+							HMPREF0536_RS10325	1503		old_locus_tag=HMPREF0536_12028
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	908046	909548	+	WP_003669616.1	WP_003669616.1		poly(glycerol-phosphate) alpha-glucosyltransferase			HMPREF0536_RS10325	1503	500	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	909660	911477	+							HMPREF0536_RS10330	1818		old_locus_tag=HMPREF0536_12029
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	909660	911477	+	WP_011953364.1	WP_011953364.1		hypothetical protein			HMPREF0536_RS10330	1818	605	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	911661	913343	+							HMPREF0536_RS10335	1683		old_locus_tag=HMPREF0536_12030
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	911661	913343	+	WP_003669620.1	WP_003669620.1		alpha-glucosidase			HMPREF0536_RS10335	1683	560	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	913361	914746	+							HMPREF0536_RS10340	1386		old_locus_tag=HMPREF0536_12031
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	913361	914746	+	WP_003669622.1	WP_003669622.1		MFS transporter			HMPREF0536_RS10340	1386	461	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	914824	917994	-							HMPREF0536_RS10345	3171		old_locus_tag=HMPREF0536_12032
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	914824	917994	-	WP_003669623.1	WP_003669623.1		carbamoyl-phosphate synthase large chain			HMPREF0536_RS10345	3171	1056	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	917987	919075	-							HMPREF0536_RS10350	1089		old_locus_tag=HMPREF0536_12033
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	917987	919075	-	WP_011953365.1	WP_011953365.1		carbamoyl-phosphate synthase small subunit			HMPREF0536_RS10350	1089	362	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	919457	920830	-							HMPREF0536_RS10355	1374		old_locus_tag=HMPREF0536_12034
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	919457	920830	-	WP_003669627.1	WP_003669627.1		MFS transporter			HMPREF0536_RS10355	1374	457	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	920990	922000	-							HMPREF0536_RS10360	1011		old_locus_tag=HMPREF0536_12035
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	920990	922000	-	WP_003669629.1	WP_003669629.1		LacI family transcriptional regulator			HMPREF0536_RS10360	1011	336	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	922139	923545	-							HMPREF0536_RS10365	1407		old_locus_tag=HMPREF0536_12036
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	922139	923545	-	WP_003669630.1	WP_003669630.1		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD			HMPREF0536_RS10365	1407	468	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	923616	923765	+							HMPREF0536_RS10995	150		old_locus_tag=HMPREF0536_12037
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	923616	923765	+	WP_003669632.1	WP_003669632.1		hypothetical protein			HMPREF0536_RS10995	150	49	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	923801	924373	+							HMPREF0536_RS10370	573		old_locus_tag=HMPREF0536_12038
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	923801	924373	+	WP_003669634.1	WP_003669634.1		NAD(P)H-dependent oxidoreductase			HMPREF0536_RS10370	573	190	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	924373	925623	+							HMPREF0536_RS10375	1251		old_locus_tag=HMPREF0536_12039
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	924373	925623	+	WP_003669636.1	WP_003669636.1		NAD(P)H-dependent oxidoreductase			HMPREF0536_RS10375	1251	416	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	925626	926552	+							HMPREF0536_RS10380	927		old_locus_tag=HMPREF0536_12040
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	925626	926552	+	WP_003669637.1	WP_003669637.1		FAD:protein FMN transferase			HMPREF0536_RS10380	927	308	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	927050	928432	+							HMPREF0536_RS10385	1383		old_locus_tag=HMPREF0536_12041
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	927050	928432	+	WP_003666987.1	WP_003666987.1		group II intron reverse transcriptase/maturase			HMPREF0536_RS10385	1383	460	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	928697	930520	+							HMPREF0536_RS10390	1824		old_locus_tag=HMPREF0536_12042
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	928697	930520	+	WP_003669640.1	WP_003669640.1		surface protein			HMPREF0536_RS10390	1824	607	
gene	pseudogene	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	930597	931333	+							HMPREF0536_RS10395	737		pseudo
CDS	without_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	930597	931333	+				IS30 family transposase			HMPREF0536_RS10395	737		pseudo
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	931410	933347	+							HMPREF0536_RS10400	1938		old_locus_tag=HMPREF0536_12045
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	931410	933347	+	WP_003669647.1	WP_003669647.1		surface protein			HMPREF0536_RS10400	1938	645	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	934111	935418	+							HMPREF0536_RS10405	1308		old_locus_tag=HMPREF0536_12046
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	934111	935418	+	WP_003669649.1	WP_003669649.1		serine--tRNA ligase			HMPREF0536_RS10405	1308	435	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	935687	937150	+							HMPREF0536_RS10410	1464		old_locus_tag=HMPREF0536_12047
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	935687	937150	+	WP_003669652.1	WP_003669652.1		glutamine ABC transporter substrate-binding protein			HMPREF0536_RS10410	1464	487	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	937152	937895	+							HMPREF0536_RS10415	744		old_locus_tag=HMPREF0536_12048
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	937152	937895	+	WP_003669654.1	WP_003669654.1		amino acid ABC transporter ATP-binding protein			HMPREF0536_RS10415	744	247	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	938199	939548	+							HMPREF0536_RS10420	1350		old_locus_tag=HMPREF0536_12049
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	938199	939548	+	WP_003669656.1	WP_003669656.1		amino acid permease			HMPREF0536_RS10420	1350	449	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	940505	941710	+							HMPREF0536_RS10425	1206		old_locus_tag=HMPREF0536_12050
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	940505	941710	+	WP_003673070.1	WP_003673070.1		nucleoside transporter			HMPREF0536_RS10425	1206	401	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	941791	942699	+							HMPREF0536_RS10430	909		old_locus_tag=HMPREF0536_12051
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	941791	942699	+	WP_003669659.1	WP_003669659.1		ribonucleoside hydrolase RihC			HMPREF0536_RS10430	909	302	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	942802	943686	+							HMPREF0536_RS10435	885		old_locus_tag=HMPREF0536_12052
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	942802	943686	+	WP_003669661.1	WP_003669661.1		3-hydroxyacyl-CoA dehydrogenase			HMPREF0536_RS10435	885	294	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	943864	944589	+							HMPREF0536_RS10440	726		old_locus_tag=HMPREF0536_12054
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	943864	944589	+	WP_003669663.1	WP_003669663.1		ribosomal RNA small subunit methyltransferase G			HMPREF0536_RS10440	726	241	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	944607	945575	+							HMPREF0536_RS10445	969		old_locus_tag=HMPREF0536_12055
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	944607	945575	+	WP_003669664.1	WP_003669664.1		ParB/RepB/Spo0J family partition protein			HMPREF0536_RS10445	969	322	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	945588	946358	+							HMPREF0536_RS10450	771		old_locus_tag=HMPREF0536_12056
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	945588	946358	+	WP_003669666.1	WP_003669666.1		ParA family protein			HMPREF0536_RS10450	771	256	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	946345	947229	+							HMPREF0536_RS10455	885		old_locus_tag=HMPREF0536_12057
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	946345	947229	+	WP_003669667.1	WP_003669667.1		ParB/RepB/Spo0J family partition protein			HMPREF0536_RS10455	885	294	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	947243	947440	+							HMPREF0536_RS10460	198		old_locus_tag=HMPREF0536_12058
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	947243	947440	+	WP_003669672.1	WP_003669672.1		DUF951 domain-containing protein			HMPREF0536_RS10460	198	65	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	947524	948621	+							HMPREF0536_RS10465	1098		old_locus_tag=HMPREF0536_12059
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	947524	948621	+	WP_003669674.1	WP_003669674.1		redox-regulated ATPase YchF			HMPREF0536_RS10465	1098	365	
gene	protein_coding	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	948654	949424	+							HMPREF0536_RS10470	771		old_locus_tag=HMPREF0536_12060
CDS	with_protein	GCF_000159475.2	Primary Assembly	unplaced scaffold		NZ_ACGX02000007.1	948654	949424	+	WP_003669675.1	WP_003669675.1		DUF1129 domain-containing protein			HMPREF0536_RS10470	771	256	
